Distance	Type	Venue	City	State
250.0	NE-FEST	Porch Stomp	New York	NY
250.0	NE-VENUE	Arthur's Tavern	New York	NY
250.0	NE-VENUE	David Rubenstein Atrium at Lincoln Center	New York	NY
250.0	NE-VENUE	Otto's Shrunken Head	New York	NY
250.0	NE-VENUE	Paramount Hotel Times Square	New York	NY
250.0	NE-VENUE	Peck Slip Social	New York	NY
250.0	NE-VENUE	Shrine	New York	NY
250.0	NE-VENUE	Silvana	New York	NY
250.0	NE-VENUE	The Bowery Electric	New York	NY
250.0	NE-VENUE	The Campbell	New York	NY
250.0	NE-VENUE	The Gin Mill	New York	NY
250.0	NE-VENUE	The Parlour	New York	NY
250.0	NE-VENUE	The Rum House	New York	NY
250.0	NE-VENUE	The Wallace Lounge	New York	NY
250.0	NE-VENUE	The Wayland	New York	NY
250.0	NE-VENUE	11th Street Bar	New York	NY
250.0	NE-VENUE	1803 NYC	New York	NY
250.0	NE-VENUE	314 - pizza,pasta&cocktailbar	New York	NY
250.0	NE-VENUE	Club Cumming	New York	NY
250.0	NE-VENUE	Cocina Consuelo	New York	NY
250.0	NE-VENUE	Cowgirl SeaHorse	New York	NY
250.0	NE-VENUE	Cre8ive NYC - Multipurpose Office/Studio/Rehearsal Spaces	New York	NY
250.0	NE-VENUE	Daisy Dukes Honky Tonk	New York	NY
250.0	NE-VENUE	David Geffen Hall	New York	NY
250.0	NE-VENUE	Doc Watson's	New York	NY
250.0	NE-VENUE	Festival Cafe	New York	NY
250.0	NE-VENUE	Flûte Champagne Bar	New York	NY
250.0	NE-VENUE	Garage Sale Vintage - New York	New York	NY
250.0	NE-VENUE	Gordon K. and Harriet Greenfield Hall	New York	NY
250.0	NE-VENUE	Great Hill	New York	NY
250.0	NE-VENUE	Great Jones Distilling Co	New York	NY
250.0	NE-VENUE	Hair of the Dog	New York	NY
250.0	NE-VENUE	Heaven Can Wait	New York	NY
250.0	NE-VENUE	Henry Street Lower East Side	New York	NY
250.0	NE-VENUE	Hippo Playground	New York	NY
250.0	NE-VENUE	Hudson Yards	New York	NY
250.0	NE-VENUE	Il Sole	New York	NY
250.0	NE-VENUE	Jazzmobile Inc	New York	NY
250.0	NE-VENUE	Kalye	New York	NY
250.0	NE-VENUE	Kismat	New York	NY
250.0	NE-VENUE	La Palapa	New York	NY
250.0	NE-VENUE	Little Island	New York	NY
250.0	NE-VENUE	Lucky	New York	NY
250.0	NE-VENUE	Madame George	New York	NY
250.0	NE-VENUE	Margaritaville Resort Times Square	New York	NY
250.0	NE-VENUE	Martinique New York on Broadway, Curio Collection by Hilton	New York	NY
250.0	NE-VENUE	Monarch Rooftop Bar	New York	NY
250.0	NE-VENUE	Moynihan Hall Amtrak Lounge	New York	NY
250.0	NE-VENUE	Mr. Purple	New York	NY
250.0	NE-VENUE	New York City Center	New York	NY
250.0	NE-VENUE	North Square	New York	NY
250.0	NE-VENUE	Off the Wagon	New York	NY
250.0	NE-VENUE	Pershing Square	New York	NY
250.0	NE-VENUE	Prohibition	New York	NY
250.0	NE-VENUE	PUBLIC Hotel	New York	NY
250.0	NE-VENUE	Rebel	New York	NY
250.0	NE-VENUE	Rockefeller Center	New York	NY
250.0	NE-VENUE	Rosevale Cocktail Room	New York	NY
250.0	NE-VENUE	Rough Trade Below	New York	NY
250.0	NE-VENUE	Russian Samovar	New York	NY
250.0	NE-VENUE	Saint Tuesday	New York	NY
